artist,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York_x,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington_x,West Virginia,Wisconsin,Wyoming,Abilene-Sweetwater TX,Albany GA,Albany-Schenectady-Troy NY,Albuquerque-Santa Fe NM,Alexandria LA,Alpena MI,Amarillo TX,Anchorage AK,Atlanta GA,Augusta GA,Austin TX,Bakersfield CA,Baltimore MD,Bangor ME,Baton Rouge LA,Beaumont-Port Arthur TX,Bend OR,Billings MT,Biloxi-Gulfport MS,Binghamton NY,Birmingham AL,Bluefield-Beckley-Oak Hill WV,Boise ID,Boston MA-Manchester NH,Bowling Green KY,Buffalo NY,Burlington VT-Plattsburgh NY,Butte-Bozeman MT,Casper-Riverton WY,Cedar Rapids-Waterloo-Iowa City & Dubuque IA,Champaign & Springfield-Decatur IL,Charleston SC,Charleston-Huntington WV,Charlotte NC,Charlottesville VA,Chattanooga TN,Cheyenne WY-Scottsbluff NE,Chicago IL,Chico-Redding CA,Cincinnati OH,Clarksburg-Weston WV,Cleveland-Akron (Canton) OH,Colorado Springs-Pueblo CO,Columbia SC,Columbia-Jefferson City MO,Columbus GA,Columbus OH,Columbus-Tupelo-West Point MS,Corpus Christi TX,Dallas-Ft. Worth TX,Davenport IA-Rock Island-Moline IL,Dayton OH,Denver CO,Des Moines-Ames IA,Detroit MI,Dothan AL,Duluth MN-Superior WI,El Paso TX,Elmira NY,Erie PA,Eugene OR,Eureka CA,Evansville IN,Fairbanks AK,Fargo-Valley City ND,Flint-Saginaw-Bay City MI,Florence-Myrtle Beach SC,Fresno-Visalia CA,Ft. Myers-Naples FL,Ft. Smith-Fayetteville-Springdale-Rogers AR,Ft. Wayne IN,Gainesville FL,Glendive MT,Grand Junction-Montrose CO,Grand Rapids-Kalamazoo-Battle Creek MI,Great Falls MT,Green Bay-Appleton WI,Greensboro-High Point-Winston Salem NC,Greenville-New Bern-Washington NC,Greenville-Spartanburg SC-Asheville NC-Anderson SC,Greenwood-Greenville MS,Harlingen-Weslaco-Brownsville-McAllen TX,Harrisburg-Lancaster-Lebanon-York PA,Harrisonburg VA,Hartford & New Haven CT,Hattiesburg-Laurel MS,Helena MT,Honolulu HI,Houston TX,Huntsville-Decatur (Florence) AL,Idaho Falls-Pocatello ID,Indianapolis IN,Jackson MS,Jackson TN,Jacksonville FL,Johnstown-Altoona PA,Jonesboro AR,Joplin MO-Pittsburg KS,Juneau AK,Kansas City MO,Knoxville TN,La Crosse-Eau Claire WI,Lafayette IN,Lafayette LA,Lake Charles LA,Lansing MI,Laredo TX,Las Vegas NV,Lexington KY,Lima OH,Lincoln & Hastings-Kearney NE,Little Rock-Pine Bluff AR,Los Angeles CA,Louisville KY,Lubbock TX,Macon GA,Madison WI,Mankato MN,Marquette MI,Medford-Klamath Falls OR,Memphis TN,Meridian MS,Miami-Ft. Lauderdale FL,Milwaukee WI,Minneapolis-St. Paul MN,Minot-Bismarck-Dickinson(Williston) ND,Missoula MT,Mobile AL-Pensacola (Ft. Walton Beach) FL,Monroe LA-El Dorado AR,Monterey-Salinas CA,Montgomery (Selma) AL,Nashville TN,New Orleans LA,New York NY,Norfolk-Portsmouth-Newport News VA,North Platte NE,Odessa-Midland TX,Oklahoma City OK,Omaha NE,Orlando-Daytona Beach-Melbourne FL,Ottumwa IA-Kirksville MO,Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,Palm Springs CA,Panama City FL,Parkersburg WV,Peoria-Bloomington IL,Philadelphia PA,Phoenix AZ,Pittsburgh PA,Portland OR,Portland-Auburn ME,Presque Isle ME,Providence RI-New Bedford MA,Quincy IL-Hannibal MO-Keokuk IA,Raleigh-Durham (Fayetteville) NC,Rapid City SD,Reno NV,Richmond-Petersburg VA,Roanoke-Lynchburg VA,Rochester MN-Mason City IA-Austin MN,Rochester NY,Rockford IL,Sacramento-Stockton-Modesto CA,Salisbury MD,Salt Lake City UT,San Angelo TX,San Antonio TX,San Diego CA,San Francisco-Oakland-San Jose CA,Santa Barbara-Santa Maria-San Luis Obispo CA,Savannah GA,Seattle-Tacoma WA,Sherman TX-Ada OK,Shreveport LA,Sioux City IA,Sioux Falls(Mitchell) SD,South Bend-Elkhart IN,Spokane WA,Springfield MO,Springfield-Holyoke MA,St. Joseph MO,St. Louis MO,Syracuse NY,Tallahassee FL-Thomasville GA,Tampa-St. Petersburg (Sarasota) FL,Terre Haute IN,Toledo OH,Topeka KS,Traverse City-Cadillac MI,Tri-Cities TN-VA,Tucson (Sierra Vista) AZ,Tulsa OK,Twin Falls ID,Tyler-Longview(Lufkin & Nacogdoches) TX,Utica NY,Victoria TX,Waco-Temple-Bryan TX,Washington DC (Hagerstown MD),Watertown NY,Wausau-Rhinelander WI,West Palm Beach-Ft. Pierce FL,Wheeling WV-Steubenville OH,Wichita Falls TX & Lawton OK,Wichita-Hutchinson KS,Wilkes Barre-Scranton PA,Wilmington NC,Yakima-Pasco-Richland-Kennewick WA,Youngstown OH,Yuma AZ-El Centro CA,Zanesville OH,Akron,Albany,Albuquerque,Ashburn,Atlanta,Auburn,Augusta,Austin,Bakersfield,Baltimore,Baton Rouge,Birmingham,Boise,Boston,Bridgeport,Brockton,Buffalo,Burlington,Cambridge,Charlotte,Chattanooga,Chicago,Chula Vista,Cincinnati,Cleveland,College Station,Colorado Springs,Columbia,Columbus,Compton,Concord,Conway,Corpus Christi,Dallas,Dalton,Dearing,Delray Beach,Denver,Detroit,Durham,El Paso,Elizabeth,Elmhurst,Fayetteville,Fort Worth,Fresno,Greensboro,Hartford,Herndon,Hialeah,Hicksville,Homestead,Honolulu,Houston,Huntsville,Indianapolis,Irvine,Jackson,Jackson,Jacksonville,Jersey City,Kansas City,Knoxville,Lancaster,Las Vegas,Leeds,Lexington,Lincoln,Little Rock,Littleton,London,Long Beach,Los Angeles,Louisville,Lubbock,Macon,Madison,McAllen,Memphis,Miami,Milpitas,Milwaukee,Minneapolis,Mobile,Modesto,Montgomery,Moreno Valley,Nashville,New Orleans,New York_y,Newark,Norfolk,Oakland,Oklahoma City,Omaha,Orlando,Paterson,Peachtree City,Pembroke Pines,Philadelphia,Phoenix,Pittsburgh,Pleasanton,Plymouth Meeting,Portland,Providence,Raleigh,Reston,Richardson,Richmond,Riverside,Rochester,Rocky Mount,Sacramento,Saint Paul,Salt Lake City,San Antonio,San Bernardino,San Diego,San Francisco,San Jose,Santa Ana,Santa Clara,Savannah,Seattle,Sheridan,Spokane,St. Louis,State College,Sterling,Stockbridge,Stockton,Syracuse,Tallahassee,Tampa,Tempe,Toledo,Tucson,Tulsa,Victorville,Virginia Beach,Washington_y,Yonkers
WE the Kings,46,50,55,51,50,62,82,50,54,63,51,63,78,62,65,74,77,64,44,61,51,62,78,55,45,77,51,65,61,68,75,57,62,55,59,73,59,43,85,75,60,76,54,60,100,49,46,54,54,80,67,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,59,0,0,0,0,53,0,0,45,0,0,45,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,37,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,31,0,40,0,0,0,0,0,0,0,0,44,0,0,0,0,0,50,0,0,0,0,0,0,57,42,59,36,0,0,0,0,36,0,0,0,0,0,0,0,40,0,80,0,62,31,24,0,0,37,0,0,0,0,0,0,0,0,0,49,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,100,0,0,0,0,0,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,60.0,,,,,,,,61.0,,,,,,,,57.0,72.0,,,,,,,,,,,,,,,,,71.0,,,,,68.0,,,,61.0,,,,,,,,75.0,86.0,,,,,,,100.0,65.0,,,,,,,,,,,77.0,,,,,,,85.0,,,,,,,,
Hilary Duff,55,70,81,67,96,79,77,61,88,79,70,70,84,79,67,64,71,66,65,65,63,80,70,72,61,81,67,75,82,68,84,61,88,65,78,72,66,63,81,80,59,71,58,84,78,59,100,77,59,77,78,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,70,0,0,0,78,0,0,0,73,0,0,0,0,0,0,0,95,0,0,83,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,79,0,0,73,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,85,0,0,0,0,94,0,0,0,0,0,0,0,0,0,74,0,68,0,0,0,0,0,0,0,0,83,0,0,0,0,0,78,0,0,0,0,0,0,77,76,85,58,0,0,0,0,61,0,0,0,0,0,0,0,83,0,81,0,82,83,96,0,0,78,0,0,0,0,0,0,0,0,0,78,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,100.0,,,,,,,,,,,,,,,,71.0,,,,,,,71.0,89.0,,,,,,,,,,64.0,,,,,61.0,,,,,67.0,,85.0,,,,,75.0,92.0,,,,,62.0,,,,,,,,,,,62.0,,,,,84.0,,,,,62.0,,,,,,,,
Kid Cudi,38,54,76,44,61,61,63,55,58,59,50,44,68,66,65,78,63,55,42,68,58,71,70,71,39,62,79,70,57,72,60,67,59,53,96,81,50,58,68,73,49,100,45,65,60,64,46,61,52,79,71,0,0,62,72,0,0,0,46,50,41,53,78,49,66,38,0,0,0,0,53,38,0,65,72,0,55,74,0,0,76,58,45,60,50,52,36,0,60,63,62,0,83,55,44,74,0,62,0,57,59,52,59,57,65,60,0,90,64,0,58,91,0,42,0,76,66,49,55,50,55,64,62,0,0,60,0,68,42,59,40,0,48,58,0,60,0,0,43,47,32,0,61,36,0,43,68,0,0,0,61,36,73,0,0,0,78,0,51,45,0,76,34,62,55,52,34,68,0,0,76,34,0,53,67,60,100,78,41,0,62,0,42,43,53,46,0,0,46,62,52,0,43,68,0,0,73,59,69,61,50,67,0,71,0,46,89,60,49,57,77,59,59,52,0,59,0,57,54,33,70,41,54,0,32,87,80,62,68,50,65,0,54,65,54,47,0,76,63,71,44,70,39,0,37,0,0,58,43,0,66,48,0,0,59,63,52,83,73,0,0,,,,,,,,,,,,,,79.0,,,,,,,,81.0,,,,,,,91.0,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,82.0,,,,,,,,96.0,,,,,,,78.0,,,85.0,,,,,,,,,,,,,,,,,,100.0,,,,80.0,,,,80.0,,,,,,,,85.0,,,,,,,,,,,82.0,,,,,,,,,,,,,,80.0,
Blake Shelton,51,22,27,56,14,32,21,28,12,26,35,16,49,29,58,70,48,81,40,49,22,21,40,42,43,48,60,53,19,36,14,42,17,46,71,53,55,23,35,19,51,63,57,35,32,41,20,25,100,50,51,0,0,24,29,0,0,0,0,20,0,18,0,16,0,23,0,0,0,0,0,31,100,34,15,0,29,32,0,0,44,39,30,65,29,0,44,0,14,0,34,0,29,27,24,46,0,33,0,0,16,49,42,20,41,18,0,0,0,0,53,24,0,43,0,52,35,47,20,23,29,41,32,0,0,36,0,33,30,33,40,0,17,32,0,14,0,0,11,19,36,0,32,20,0,26,41,0,0,0,28,47,46,0,0,0,0,0,11,61,0,47,38,8,39,0,39,28,0,0,0,24,0,8,23,25,0,0,33,0,0,0,40,20,8,19,0,0,33,30,16,0,54,0,0,0,40,13,17,31,12,29,0,13,0,25,0,0,19,39,0,19,0,15,0,22,0,24,9,4,0,33,14,0,33,53,47,33,30,46,19,0,28,23,0,20,0,38,41,0,60,20,34,0,33,0,0,27,8,0,43,14,0,0,44,28,0,0,48,0,0,,,,,38.0,,,56.0,,,,,,,,,,,,,,34.0,,,,,,,99.0,,,,,54.0,,,,64.0,,,,,,,,,,,,,,,,68.0,,97.0,,,,,,,,,,,,,,,,,23.0,100.0,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,85.0,,,,,,,,38.0,,,61.0,,,,,,,,,,,,,,,
Rebecca Black,67,59,82,64,77,77,87,79,35,77,66,74,85,85,90,98,79,70,60,79,81,86,91,92,49,70,83,88,70,90,85,71,76,68,92,87,69,69,89,76,71,82,73,72,100,70,51,83,73,89,67,0,0,68,65,0,0,0,0,58,0,60,0,64,0,0,0,0,0,0,0,64,0,68,70,0,68,61,0,0,90,0,0,63,61,0,67,0,69,0,68,0,72,66,57,0,0,66,0,0,52,0,65,64,90,73,0,0,55,0,0,0,0,0,0,0,68,0,65,71,0,0,0,0,0,81,0,84,53,0,56,0,46,80,0,73,0,0,65,68,0,0,75,0,0,63,79,0,0,0,68,70,0,0,0,0,81,0,63,56,0,0,51,73,58,0,0,72,0,0,0,46,0,59,77,85,0,0,68,0,85,0,68,53,67,59,0,0,54,68,56,0,0,0,0,0,100,74,69,77,58,63,0,64,0,61,0,0,66,62,0,62,0,67,0,91,0,67,69,42,65,0,75,0,0,0,91,85,68,0,62,0,55,64,0,63,0,68,0,0,0,66,55,0,0,0,0,58,40,0,0,62,0,0,70,71,0,0,0,0,0,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,87.0,,93.0,,,,,,,,,100.0,,,,,,,,78.0,,,,,,,,,,91.0,,,,,,,,,,,,,,,,,,78.0,,,,92.0,,,,,,,,,,,96.0,88.0,,82.0,86.0,100.0,,,,81.0,,,,,,,,,,,,,,,,,,
China Anne McClain,78,0,36,63,29,33,36,52,20,58,75,45,34,46,47,42,36,48,80,29,57,29,43,36,100,42,0,38,34,22,40,38,44,57,0,47,40,25,42,33,73,40,53,46,37,0,25,25,41,38,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,73,0,0,0,0,0,0,65,55,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,67.0,,,,,,,,,,64.0,,54.0,,,,,,,,,,,,41.0,,,,,81.0,,,,,,,,,,,,,,,59.0,,65.0,,,,74.0,,,,,46.0,,,,,,,,,,,,,,100.0,,,,,,,,,,,54.0,,,,,,,,,,76.0,38.0,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,36.0,,,,,,,,,,,,,,,
Brandy,79,25,27,53,34,29,41,57,71,53,87,35,16,45,42,23,29,41,84,22,71,38,53,33,100,47,18,26,31,22,48,27,57,70,22,48,36,19,49,36,81,28,54,44,20,24,42,28,28,35,21,0,0,30,0,0,0,0,0,73,0,24,0,55,0,83,0,0,0,0,0,61,0,0,29,0,34,0,0,0,0,0,0,0,53,0,0,0,37,0,36,0,39,0,86,0,0,41,0,0,43,0,0,25,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,49,0,40,0,0,30,0,32,0,0,32,42,0,0,37,86,0,46,0,0,0,0,36,0,0,0,0,0,0,0,29,0,0,0,70,31,42,0,100,0,0,0,0,85,0,45,39,32,0,0,42,0,0,91,42,72,47,56,0,0,30,0,36,0,0,0,0,0,0,51,25,30,17,0,0,34,0,72,0,0,61,0,0,38,0,28,0,18,0,26,21,20,0,69,25,0,0,0,0,0,0,0,0,0,45,0,79,38,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,43,0,0,0,0,0,0,0,0,0,,,,,81.0,,,,,96.0,,,,,,,,,,65.0,,,,,63.0,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,88.0,88.0,57.0,,,,,,,,,,,,,,,,,,,87.0,,,,,,,,,,79.0,60.0,56.0,,,,,,,,,78.0,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,66.0,
The Script,61,57,76,59,63,74,81,69,48,72,63,63,95,77,88,93,75,76,58,92,67,85,89,95,55,74,80,87,61,92,81,66,78,71,92,86,69,55,91,80,67,100,65,66,91,71,51,62,78,93,80,0,0,75,73,0,0,0,0,64,0,49,0,56,0,0,0,0,0,0,0,65,0,0,79,0,74,87,0,0,95,0,0,0,70,0,0,0,68,0,77,0,74,0,0,0,0,71,0,0,54,0,85,71,74,75,0,0,0,0,0,0,0,0,0,0,73,0,75,0,0,0,0,0,0,88,0,85,56,0,66,0,70,80,0,79,0,0,57,53,0,0,75,0,0,66,100,0,0,0,63,0,0,0,0,0,0,0,51,69,0,0,0,56,71,0,0,60,0,0,0,0,0,61,82,91,0,0,0,0,0,0,59,55,67,56,0,0,58,83,63,0,0,0,0,0,0,68,66,74,48,70,0,77,0,59,0,0,0,0,0,82,0,68,0,74,0,54,53,43,0,0,54,0,0,0,0,0,75,0,0,0,61,73,0,60,0,89,0,0,0,64,0,0,0,0,0,0,43,0,0,57,0,0,77,76,0,0,0,0,0,,,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,84.0,,,,,,,,,,,,,,,78.0,,,100.0,,,,,,,94.0,,,,,,82.0,,,,95.0,97.0,,,,,,,,,,,,,,,,85.0,,78.0,84.0,94.0,,,,,,,85.0,,,,,,,,,,,,,,,
A Great Big World,48,0,64,48,46,60,57,0,19,52,40,55,100,57,72,91,64,56,43,64,50,59,67,74,34,55,83,76,52,59,53,59,55,53,85,64,60,54,62,53,53,77,50,53,97,0,30,49,57,85,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,71,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,100.0,,,,,,,,,31.0,,,,,,,,,,,,32.0,,,,43.0,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,45.0,46.0,,,,,,,,,,,,,,,,56.0,,47.0,,57.0,,,,34.0,,,,,,,,,,,,,,,,,,
A$AP Rocky,0,0,100,0,79,83,95,0,0,87,76,0,0,81,67,0,0,61,71,0,98,77,76,79,0,68,0,0,84,0,69,0,88,90,0,80,0,75,79,0,86,0,60,84,0,0,57,81,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,99.0,72.0,,,,,,,,,,,,,,,,90.0,,84.0,79.0,,,,,,,,,,,,,,,,,,,,,,,
Troye Sivan,51,0,88,0,81,77,86,0,0,77,58,89,0,66,72,97,76,63,58,100,75,99,83,84,0,61,0,82,81,0,92,0,74,72,0,81,64,83,83,0,67,0,72,64,81,0,47,81,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,45.0,57.0,,,,79.0,,,,,,,,,,,,,,65.0,38.0,100.0,,,,46.0,,,,,,,,,,,,,,,,,,
Milky Chance,0,0,63,0,61,100,47,0,36,34,25,61,78,70,59,58,46,30,0,76,49,60,53,65,0,46,0,0,46,75,42,0,43,49,0,53,0,73,59,74,42,0,29,39,70,0,32,59,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,66.0,,,,,,,,61.0,,,,,,,,,,,,34.0,,,,98.0,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,49.0,59.0,,,,83.0,,,,,,,,,,,,,,100.0,44.0,,,,,50.0,,,,,,,,,,,,,,,,,42.0,
Chris Medina,0,0,35,0,45,0,0,0,0,31,25,100,0,58,45,0,0,0,0,0,0,32,36,88,0,32,0,0,0,0,34,0,36,35,0,33,0,37,30,0,0,0,32,35,95,0,16,41,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,32.0,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,47.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nelly,77,50,59,75,61,61,53,55,62,63,70,64,56,64,76,79,72,85,76,66,55,55,68,67,90,97,70,78,55,58,51,70,61,69,85,79,64,43,64,57,74,100,70,64,54,61,71,52,84,75,80,0,90,61,75,0,0,70,55,66,71,53,60,55,0,74,0,0,0,0,64,72,0,61,60,87,60,58,0,0,83,82,64,84,67,71,81,0,59,67,71,0,71,69,79,99,74,75,0,63,63,69,72,59,77,60,0,0,59,0,78,56,0,86,0,78,76,82,60,62,59,76,65,0,0,72,0,80,66,77,66,0,52,61,0,56,0,0,67,56,73,0,74,93,0,58,79,0,0,0,78,67,79,0,71,0,70,0,56,88,0,84,80,60,80,67,79,71,0,0,0,75,0,53,65,63,96,0,71,0,44,94,71,80,58,49,0,0,64,75,59,0,85,64,0,0,62,63,60,68,41,67,0,60,0,66,0,67,50,60,67,55,75,56,0,52,0,62,49,64,48,72,53,0,70,93,90,74,74,83,54,0,100,64,75,64,0,71,71,87,74,59,55,0,64,0,0,59,69,0,75,64,0,0,77,79,60,65,94,0,0,,,,,69.0,,,,,,,,,,,,,,,,,59.0,,,,,,,65.0,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,58.0,,,,,,,58.0,75.0,,58.0,,,,,,,,,,,,,58.0,,,,,58.0,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,100.0,,74.0,,,,,64.0,,,,,,,,
